index,y_true,y_pred,y_proba_yes
19943,1,0,0.38623149187239236
67441,0,0,0.421723827205698
77393,0,0,0.39405474149611
39122,0,0,0.11386097384814695
96390,1,1,0.5175854708203057
64624,1,0,0.26704803954625267
72800,1,0,0.4319142959421632
90998,1,0,0.44047063126128333
72394,1,1,0.874739320101333
20666,1,0,0.2493423104134179
82689,0,1,0.8310393838197793
69913,0,0,0.08220661880785483
27194,1,0,0.4771160738171858
81320,1,1,0.8856707327957498
60996,0,0,0.045528425533266643
29884,0,0,0.050715969708576225
5887,1,1,0.6745040543150524
96677,0,0,0.1321748609429301
87353,1,0,0.3360287925810993
27053,0,0,0.03933014368307654
40952,1,1,0.8190191712511746
88783,1,1,0.9201652192579729
35387,1,1,0.7737296310107533
15337,0,0,0.05895122130342767
60472,0,0,0.2752684308481532
25029,0,0,0.12165887271656993
93947,1,1,0.811628550664204
89664,0,0,0.0781063275754916
43617,0,1,0.6775173095991062
57195,0,1,0.7370243887665731
35646,0,0,0.24628937226730835
76169,0,0,0.49707616274088795
70960,0,0,0.26343828656963814
45259,0,0,0.056898311119796416
11481,0,0,0.2584366367253293
32727,0,1,0.719746393587486
5148,1,1,0.8345655738363731
34460,0,0,0.2566972187517483
54320,0,0,0.08531809873114954
68086,1,0,0.490180801407683
69078,1,0,0.10276071500348433
56776,1,1,0.6512282046103837
72864,0,0,0.2054698948186528
79186,1,1,0.9393649640570951
73043,1,1,0.9528266166432786
89899,0,0,0.046889331143442826
7382,0,0,0.42097986155635697
22662,0,1,0.5424165521496103
98590,0,0,0.3677257448192567
2354,1,1,0.6738047269226182
1316,0,1,0.7998437354536458
35741,0,1,0.8034602742052345
5995,1,1,0.8951632803446818
41327,0,0,0.4152147156560089
54119,0,0,0.48060658853929583
88093,0,0,0.22758894299987362
57804,0,0,0.03226382969432266
39580,0,0,0.22954795835143874
32912,0,0,0.4118655920729184
48121,0,1,0.5973902881702072
4655,0,0,0.07231882532806176
57077,1,1,0.9830359555201432
78712,0,0,0.19284776494581932
71188,0,0,0.3999992193619371
9120,1,0,0.41757922371996475
20829,0,0,0.3180538503760165
10730,0,0,0.38049006274823177
21040,1,1,0.76051485965273
54378,0,0,0.13199910303012571
9179,0,0,0.07339790520475314
65676,1,1,0.9111231758550516
95309,1,0,0.4846284324332899
94341,0,0,0.07609381967494717
76503,0,0,0.31640517204623175
38911,0,0,0.42779053781474535
47951,0,0,0.3622882719078163
92256,1,1,0.8681621893171273
54274,1,1,0.8694075574100906
42959,1,1,0.6945699787131352
47431,0,1,0.5220385103806316
53118,0,0,0.3485107042731931
73342,0,0,0.07813694364390462
92676,0,0,0.31228404525629
6625,0,0,0.13136040376503313
57155,0,0,0.2089808301491487
8883,0,0,0.3140001518022369
78813,0,1,0.7112043392048194
35701,0,0,0.18723620151141804
32902,1,1,0.938948673902031
22949,0,1,0.5783434962635968
77394,0,0,0.3229072664724656
19566,0,0,0.45323405940649203
1753,1,0,0.25078997786473056
45305,0,1,0.8095555145198031
62552,1,0,0.24185665860326153
46005,0,0,0.3294983723633832
12463,1,1,0.7807767493277601
66049,1,0,0.35159319785937476
54977,0,0,0.25248784686441983
56124,1,0,0.25455498999639437
71540,0,0,0.27291960312591274
29495,0,1,0.6325261493709219
39904,1,1,0.6154877700660016
38123,0,1,0.7119336706828865
48930,1,1,0.6708362052611511
38096,0,1,0.7811364430415966
92701,0,0,0.3308821057640532
32871,1,1,0.9551544805397679
55410,0,0,0.1540753557678869
80366,1,1,0.9355541821637456
18113,1,1,0.7565810200854471
51535,1,1,0.9038133462718094
20050,0,0,0.09759328016432331
49077,1,1,0.8768468480509529
8879,1,1,0.7164250717506828
32388,0,0,0.25315287021468263
99198,0,1,0.6533806591049665
33351,1,1,0.8620838556516364
77931,0,0,0.05037763132034991
39028,0,0,0.11134056334085986
33348,0,1,0.5544519515535112
25294,0,0,0.06900462785644024
6335,1,1,0.8000102953904844
54632,0,0,0.026902684960830252
27558,0,0,0.4618088312749149
15500,1,1,0.8862109234418262
10733,1,1,0.7843648505069855
46979,0,0,0.03983220885975151
54776,1,1,0.7768063966095502
80782,1,0,0.2206649153594413
97444,0,0,0.19369516067701995
36918,0,0,0.04224711829622333
20634,0,0,0.08246758679134904
46797,0,0,0.0272206388211943
86916,0,1,0.666970154689005
60462,0,0,0.05435045465174122
18840,1,1,0.9485251367102316
82372,0,1,0.7602807526810559
89362,0,0,0.082569049165214
46753,1,1,0.6241607401743111
39103,0,0,0.038546061760137806
86413,0,0,0.0558476986034383
13847,1,1,0.8291087843953698
82865,0,0,0.36021884927203146
89579,0,0,0.10051633655581974
65447,1,1,0.9398753862424333
11346,1,1,0.8121146475996652
45878,0,1,0.6129244485749968
37713,0,0,0.13095555354057173
41811,1,1,0.8301507406310561
26392,1,1,0.7476609284099232
89029,1,0,0.2843416844597539
13721,0,1,0.7668703618845072
72616,1,1,0.6050570141196369
65146,1,1,0.9569189172451789
83869,0,0,0.4791879510600199
5123,0,1,0.904299845172263
60318,0,0,0.09961117584167815
24385,0,0,0.37057565060556813
98177,0,0,0.4649353066872497
13061,0,0,0.13860524602658592
46692,0,0,0.31047526712572965
48041,0,0,0.12817473279103633
9585,1,1,0.8196919106239985
75308,0,1,0.6461150709604048
86887,1,0,0.4653939258677667
31245,0,1,0.6153286558080007
38486,0,0,0.0965720207499346
4893,0,0,0.22480505717627247
45655,1,1,0.7072039322331399
27852,1,0,0.4901414361004995
72892,0,0,0.07946381824348754
65554,1,1,0.7594277591809955
78261,0,0,0.09357482266708658
90792,0,0,0.15973205069055618
69733,0,1,0.5050477493791701
78437,0,0,0.17741013395214536
44430,0,0,0.10792320260043249
77522,1,0,0.4120226959277182
28270,0,1,0.706034815006981
49041,0,1,0.6647987303364313
58046,0,0,0.49047399981618917
26959,0,0,0.12570937945763522
11130,1,1,0.6790971268690529
88199,0,1,0.7493711600332188
70432,0,1,0.7315431922465212
40708,0,0,0.11809608596781097
39397,0,0,0.47840698016461086
93917,0,0,0.056680116892851705
22163,0,1,0.8236757107076056
53649,0,1,0.5774440485018826
66340,1,1,0.8782636218902221
99362,0,0,0.05375337410244164
48927,0,0,0.14766122277563673
85758,0,1,0.6663267951960355
66998,0,0,0.03750949448561944
63335,0,0,0.05748390444504597
11916,1,0,0.1749147905555868
55326,0,0,0.4952287807771638
46077,0,0,0.33067930117715544
65095,1,1,0.7088705266371855
86338,1,0,0.4651886440243293
40726,1,1,0.856740111741713
65402,0,0,0.13709557393932245
23394,1,1,0.9458773472267328
77857,0,0,0.4781296081137419
10926,0,0,0.396614075500476
22143,0,1,0.8630355842467817
30242,0,1,0.7778675099816925
83997,0,0,0.20770426571441322
28708,0,0,0.27780141596276986
73140,0,0,0.3018635307512519
21302,1,1,0.8532365428835096
94682,0,1,0.6128022526823036
90711,0,1,0.53624431072473
38344,0,0,0.07038451343097112
58918,0,0,0.2090962204272609
94420,0,0,0.042640526409976606
90627,0,1,0.5677300484417158
12645,0,0,0.18660842735845776
32297,1,1,0.8494178429394789
49292,0,0,0.30651024246951786
34769,1,1,0.9116126818205207
54392,0,1,0.8292713490705493
1605,1,1,0.8755832783841471
65140,1,1,0.8156572565760067
44257,1,1,0.9711061515142831
7807,1,0,0.4588468033445293
35642,1,1,0.5548157050005722
45132,1,1,0.9388444162616361
36323,1,1,0.7971225273399678
4444,0,0,0.2001058744068109
84698,1,1,0.7254380636329754
81470,0,0,0.224847783176955
72851,1,1,0.6953250513620398
20706,1,1,0.8226881176326205
21636,0,0,0.03727864941686463
82001,0,0,0.2880519085558361
10670,0,0,0.37608764340447626
7183,0,1,0.6340732714876968
97878,0,0,0.2504406246060125
23587,1,1,0.9240777287601563
3903,0,0,0.1113116256921696
21111,0,0,0.05580995103534591
39893,1,1,0.9350340662540643
10136,0,0,0.04905471025137647
92561,1,1,0.5212686761675382
54615,0,0,0.16853787754507
36152,1,0,0.41574081353755343
87369,1,1,0.8854573010353719
60238,0,0,0.3627377147260094
32579,1,1,0.9706825550125742
17223,0,1,0.6861843960808742
50700,0,0,0.3057797478500068
42511,0,0,0.04493297734705825
72026,0,0,0.4640695766694477
59688,0,0,0.245487001339344
79210,1,0,0.365797253099773
79150,0,0,0.14092938569694327
96281,0,1,0.5010676411013317
50469,1,0,0.4395879229747904
17405,1,1,0.8378646309295698
82776,1,0,0.3193688462684509
90925,1,1,0.7612342045902049
56166,0,0,0.02831639245445242
60591,0,0,0.033446300647971154
40883,0,0,0.10612625910460725
44895,0,0,0.3299831666832186
1958,0,0,0.3573814375519987
86759,0,0,0.04923964216523795
33059,1,1,0.7683879786754297
36860,0,0,0.20877180109876392
17058,0,0,0.16204209504317973
98715,0,0,0.1135014146959008
3007,0,0,0.0529915396107166
86799,1,1,0.9127852772360944
32240,1,1,0.5276673926325778
77568,0,0,0.14460727390409303
34461,1,0,0.3278602197509726
69140,0,0,0.4656086236846802
53370,1,1,0.8108602643968383
7814,0,0,0.1547289068402658
85443,0,0,0.057480709791471685
3900,1,0,0.4047294179069468
16852,1,1,0.8438024994614021
59626,0,0,0.2399389431327416
92819,0,0,0.07292093409741505
15281,0,0,0.33380271132950307
81164,1,1,0.9260361337600007
35129,0,0,0.03454177794421626
65048,0,0,0.41144168368316214
82388,0,0,0.05559222993010168
84328,0,0,0.028209106058132857
99349,0,1,0.6653449590250967
49050,1,1,0.8699804676112983
71215,1,1,0.6200839437895646
9098,1,1,0.9574242646063067
43129,1,0,0.3786396001167367
98303,1,0,0.23727397309061424
24105,0,1,0.8983207707400291
73434,0,1,0.5215825409082568
78564,0,0,0.23126419096357803
61501,0,0,0.2516355012340979
76296,0,0,0.18791934822345244
77150,0,0,0.4546791757567314
81243,0,1,0.8774327007452765
4013,0,0,0.10104884914184233
37789,1,1,0.8664061035031608
70992,1,1,0.5710681349030274
2507,0,1,0.7663164814521793
29181,0,0,0.14889869368015518
3251,0,0,0.11916653092843053
51971,0,1,0.5344771821948474
48455,1,1,0.6053802464983432
6048,1,1,0.930537658597407
81626,0,0,0.2309380874126386
28073,1,1,0.9159428160140375
83455,1,1,0.6987255147882533
67005,1,1,0.6985671698248499
91187,1,1,0.787579186454578
18078,0,0,0.10237553380745917
51589,0,1,0.6682283093819539
24162,0,0,0.3852195192252121
44381,0,0,0.45278692150003813
25757,1,1,0.7963035385905991
38761,0,0,0.04229504644559543
56425,0,0,0.054643058592995356
61760,0,0,0.13105812467323238
9797,0,0,0.30087245623219105
83576,0,0,0.06332127914114491
25073,0,0,0.22538825103538684
98486,0,0,0.038039830931615885
72532,0,0,0.0449416846418861
12766,1,1,0.7945036459585999
8687,0,0,0.03985707771923308
28699,0,0,0.1540789957036361
64108,0,0,0.24871755861519193
89841,0,1,0.7532123629561155
85135,0,0,0.12875045503949092
29688,1,1,0.8770501917242699
12352,0,0,0.12521569987644274
45218,1,1,0.8258953726479874
51056,1,1,0.7364240238255185
73100,0,1,0.5016538015949227
42257,0,1,0.7777845169371574
11147,0,0,0.1288926238892741
81066,0,1,0.5382362573753666
47160,1,1,0.912297884683217
89942,0,0,0.430870072757597
42989,0,0,0.09592198608430612
23643,0,1,0.695009608386138
86244,1,1,0.8680615214079137
21307,0,0,0.07002304552966761
52845,0,0,0.15317882755352583
18173,0,0,0.10338568542605743
44984,0,0,0.4050711431823489
13257,1,0,0.4820789492693139
17782,0,0,0.3140916314074769
89860,0,0,0.045253478749087556
35412,0,0,0.45073122348241146
79483,1,1,0.8300707513141805
48443,1,0,0.28160798259270076
2204,0,0,0.4395027047066344
4574,1,1,0.8688380793901147
63165,0,0,0.4395804486948069
66878,0,0,0.06950690105728646
28723,1,1,0.8462513073805075
7396,0,0,0.0341928150703342
57767,1,0,0.4398128122206675
26140,1,0,0.32942567329674827
94274,0,0,0.2712621810015963
84177,1,1,0.7598946649019748
53953,1,1,0.7338571720560818
12995,1,1,0.9390622646202486
12473,0,1,0.5853688116729868
93216,0,0,0.4219730334161478
8414,0,0,0.07448624486862991
80195,0,0,0.18204110485064073
46204,0,1,0.943182281257344
62072,0,0,0.4003186432797642
77595,1,1,0.8257100913394777
96503,1,1,0.8840539387385403
64127,0,0,0.12680509192203418
72836,0,1,0.5314721267099536
68117,0,0,0.1325960212261913
5065,0,0,0.031509494348496155
84289,1,1,0.945736426319318
25833,0,0,0.09264261926861786
13490,1,1,0.70024420549034
25500,0,1,0.9636746532949211
32872,1,1,0.9075091581341583
49328,0,0,0.04577398370591312
83816,1,0,0.16492417204174875
96774,0,0,0.27149241318250383
92584,0,0,0.056602253504352135
88369,0,0,0.19644959395324543
97164,0,1,0.8196453090680373
49495,1,1,0.6267316977730755
94863,0,1,0.5742065401768994
3050,0,0,0.059907762031978444
49695,1,1,0.9470136469677214
37473,1,0,0.30621290672655277
80010,0,0,0.049771102216282226
65701,0,0,0.09659315791746037
68173,1,1,0.7928389119963775
66698,0,0,0.38683768934202956
60732,1,0,0.4204973716893178
9756,0,0,0.14661228567532397
79040,1,0,0.05035540762859534
82411,1,0,0.092386549073567
54504,0,1,0.9375066453877503
13533,1,1,0.6103317567622176
52788,0,0,0.08011179970877613
90454,1,1,0.9665811650428514
27505,0,0,0.08301915552689043
29928,0,1,0.8287168596923632
37193,0,1,0.6491665299691209
87349,1,1,0.9785833163392509
51984,1,1,0.7603307684192531
35684,1,1,0.5716114404997148
52642,1,0,0.46415888613623546
16426,0,0,0.15403205094189446
33566,1,1,0.810180463754452
90302,0,0,0.33164767335339773
92410,0,0,0.12229027791797642
19061,0,1,0.5425446792393328
37625,0,0,0.23878021507993993
95184,0,0,0.30345277185092495
73969,0,0,0.14199840615903306
35681,0,1,0.6895795119666818
60071,0,0,0.1883286233730643
85847,1,1,0.7493973975386478
46792,0,0,0.08282578421147221
15296,1,1,0.7432097029272605
50899,0,0,0.3497297546870325
32942,1,1,0.8068558949325645
1833,0,0,0.33656525200952797
90021,0,0,0.0946221639141554
49714,0,0,0.2903585409845982
23136,0,0,0.11596086248358435
81445,0,0,0.07207933697208459
24180,0,1,0.7238435899881311
98099,0,1,0.6547531980499732
32079,0,1,0.5093029446955087
38915,1,1,0.8031823108291779
92669,1,1,0.8135582830636748
81854,0,0,0.10720910821830916
18009,0,0,0.10740534401494839
42603,1,1,0.7034480539373766
18789,0,1,0.6875786214498366
23497,1,1,0.7493819526456476
11564,0,0,0.41819749785651344
36912,1,1,0.7856432126581705
54639,1,1,0.7773405260336993
16971,0,0,0.4643756654565783
2237,0,0,0.17946366347600365
97949,0,0,0.24199059080078303
10,0,0,0.09205738003485923
60761,0,1,0.9204014022777618
11714,0,0,0.08864067106891785
52514,0,1,0.7301840283463471
90371,0,0,0.23754822641997403
65867,1,1,0.8868663551122095
95796,0,0,0.050601797181458415
40814,1,0,0.16488039668624196
36411,0,0,0.11824248448754365
8816,0,1,0.7320684120722979
69083,0,0,0.1332939636064813
97623,0,1,0.9494200097862087
95911,1,1,0.9535407836136444
73308,0,0,0.2534805993405947
14466,1,0,0.2761099135791105
97255,0,0,0.29730846078304646
57104,1,1,0.7355168152142789
29982,0,0,0.48269726520033346
31222,0,0,0.4610438922372549
60211,1,0,0.49512709526590154
39571,0,1,0.7500281653469035
18636,1,1,0.8465363435226418
96211,1,0,0.41902527351959723
10333,1,0,0.4858743190186542
42527,0,1,0.5045041479748013
42394,0,0,0.35151806108181455
95922,0,0,0.2121944528755151
21033,0,0,0.18796664311743475
53499,0,0,0.4876711051407926
84718,0,0,0.03835224560347645
61178,0,0,0.04694443583305007
22516,0,1,0.5928488131515077
15397,1,1,0.8563501887831815
69799,0,0,0.0320909646329714
95221,1,0,0.21431359541401487
14395,1,1,0.873028982485804
34938,0,0,0.06943785423677593
22167,0,1,0.6472388540511158
96013,0,0,0.1108085869416336
6339,0,0,0.2114385880403449
51824,0,1,0.5378069424795469
66311,0,0,0.14419818904570167
19824,1,1,0.6908175943254162
2165,0,0,0.2109455563404101
74477,0,1,0.7397380753261694
56353,1,0,0.11685476965692931
8870,0,0,0.3279035355373247
49521,0,0,0.08587256607663392
84491,1,1,0.9215897267746963
81415,1,0,0.47772600881276467
29757,0,0,0.03236387521355756
42539,0,0,0.12288123104167639
46432,0,1,0.7398646254064517
56822,0,0,0.07157255652873462
22059,1,1,0.9206380418921895
20278,0,1,0.6388629123652503
99188,0,1,0.6833632639562475
26001,1,0,0.4004792793822293
38275,1,1,0.5089084644622138
76473,1,1,0.7294406145388274
42925,0,0,0.1289770531806598
63484,0,1,0.6204051495242948
79564,1,1,0.8983959444741518
45889,0,1,0.5235117125480154
49076,0,0,0.10925849023690493
30619,0,0,0.15362783851061368
15047,0,0,0.3149804650854532
67546,1,1,0.7335821709277424
83221,1,0,0.41406892282660496
46108,0,0,0.22311533916734133
71906,1,1,0.9320083317119315
64217,0,0,0.07263438061484866
74953,0,0,0.08162129364919161
96509,0,0,0.2567740817536515
31521,0,0,0.44792374995679646
63515,0,0,0.032337113412082986
45690,1,1,0.8432408720447965
24860,0,0,0.09363769858263954
8896,0,1,0.6211818853754774
37154,1,1,0.7468695442726018
23416,0,0,0.2308510711300139
77338,0,0,0.34158081666804574
6560,0,0,0.13102201245478767
22629,0,0,0.043939336283641675
93224,0,0,0.44228793145046835
47316,0,1,0.9276298613577653
39222,0,0,0.4295692333070058
3993,0,0,0.079668813835351
10862,1,0,0.03844345025325442
95202,0,0,0.04641732763863077
62397,0,1,0.9022449596440624
70944,1,1,0.513347157374844
11536,0,0,0.19428160412387435
12087,1,1,0.9327550630640338
80567,0,1,0.9469552292910295
298,0,1,0.5441616534057424
4966,1,1,0.9312905617289459
34571,0,0,0.024728764053429376
1070,0,0,0.10699614819996785
90788,0,1,0.9103513216442497
26903,1,0,0.3953926794426461
61620,0,1,0.6610084553686026
39471,1,1,0.5981257744153063
5675,0,0,0.04646043956663474
41515,0,0,0.3641407379229452
21888,1,1,0.6012053432989665
93121,0,0,0.03517484792505297
36446,0,1,0.7392122907890146
84923,0,1,0.7817325817381515
66018,0,0,0.1132981508100394
43678,0,0,0.1553123787656627
57131,1,1,0.9629530599140881
52799,0,0,0.06574728556041094
42876,0,0,0.03819420195074318
8609,0,0,0.20831364826529053
82500,0,1,0.5430483222709145
52706,0,0,0.07981112694693233
26726,1,1,0.7539688456990477
1939,0,0,0.026073396101250416
60031,0,0,0.10710283304788339
14472,0,0,0.0566631254071599
84272,0,1,0.6065314959013325
32608,1,1,0.7453322548906691
49442,1,1,0.7836140803373715
16425,1,1,0.6675383625039804
35801,0,0,0.05290928013777861
68184,1,1,0.8774586225838107
77657,1,1,0.5095849136836819
90214,0,0,0.3234778176136457
73311,0,0,0.3046361484634316
51104,0,0,0.03859644565578982
83591,0,0,0.1278060736173982
33708,0,0,0.4517327357489603
71492,1,1,0.6602570118909664
2483,1,0,0.16848019428813654
61485,1,0,0.13324743763078448
18467,0,0,0.034462949388185844
897,0,0,0.3680449696682489
83198,0,0,0.08411531721609647
27,1,1,0.9677223325672603
4197,0,0,0.3347048191160078
57137,1,1,0.9446532616986203
55117,1,1,0.935094469670876
80708,0,0,0.09228677170192005
81228,1,0,0.06695807882066446
66764,0,0,0.1494475306351054
94710,1,1,0.9328809794744372
658,1,1,0.8149685370299715
82394,1,1,0.7306150510199612
40953,0,0,0.45555229891394405
76373,1,1,0.7452814297066602
78308,0,0,0.3604155292602228
52010,0,0,0.09637587545675794
9960,1,1,0.9381516986828393
83476,1,1,0.5416874974709306
18119,1,1,0.6240366895111059
45058,0,0,0.08197286224898875
47183,0,0,0.38145550241279214
14496,1,1,0.6248259707487753
44175,0,0,0.41385436214178817
18914,1,1,0.7874891922023556
5633,0,0,0.049014735276234865
72706,0,0,0.3173053284797489
68895,0,0,0.2748859153492403
49605,1,1,0.7409810587651852
65747,1,0,0.29811620939185696
86296,0,1,0.6768402308366552
87495,1,1,0.9102776312276284
56904,0,0,0.23662327012762868
85885,0,0,0.403457401990492
16136,0,1,0.5775198784333584
29919,0,0,0.17480434195250488
38142,0,1,0.7806436595802491
15936,1,0,0.11969597699097417
21460,0,1,0.5484920509030952
24789,0,0,0.2989967479754923
45356,0,0,0.048356366849818956
83825,1,1,0.8912481116887426
62950,0,0,0.11057026515449114
444,1,1,0.9667948561846614
53377,1,1,0.621802163462784
16335,0,0,0.29553145009119897
34121,1,1,0.968738934226443
70684,1,1,0.804176905421128
30048,1,1,0.9403511072920407
73170,1,1,0.6519245695290441
88559,0,0,0.24995918086772428
24451,0,0,0.26392989296035224
73271,0,1,0.529985238513422
51274,0,0,0.11067936887858866
69394,1,1,0.724178303561678
76522,1,1,0.8346794266986085
53753,0,0,0.12165111074829994
75065,0,0,0.2380016610021608
92804,1,1,0.8401325358174304
2325,1,1,0.9713500450537689
60379,1,1,0.7147291594571334
93474,0,0,0.05617953016150189
10195,1,1,0.9593592066766251
14249,0,0,0.30727806838471483
83547,0,1,0.714164891903385
44307,0,0,0.03145584658835001
43847,0,0,0.057694279373908135
24600,1,1,0.8262933350945731
1391,0,0,0.04023761639617002
14288,1,1,0.5593534188361627
97692,0,0,0.05428363011467394
19159,0,0,0.10274817225874631
96450,0,0,0.050115850987523684
31625,0,1,0.5232770743902054
42121,1,1,0.9182944477480279
50307,1,0,0.36742402785869704
41062,1,1,0.8151064570689827
56371,0,0,0.11407445567030733
3583,0,1,0.5658740908140629
88313,0,0,0.4032035648573393
17288,0,0,0.4845399707848787
28948,0,0,0.05869164763302352
99122,0,0,0.060271649585980906
1105,1,0,0.19566987513112538
74917,1,1,0.8242773069918298
65952,1,1,0.7957321034440413
46080,0,0,0.21528306132668903
37112,0,0,0.32839449511212515
52538,1,1,0.9166931473425578
91102,0,0,0.051365776661073295
66420,0,0,0.02816263329038932
81588,1,1,0.8139878186309848
31767,0,0,0.12219911682918887
95019,1,0,0.31876308796261615
68279,0,0,0.4216768827047719
97727,0,0,0.04193344227788897
4162,1,1,0.8569385765441002
81697,1,1,0.6419888808154581
51516,0,0,0.46198563122008174
20408,1,1,0.633178363173127
75930,1,1,0.7284537811448717
33294,1,1,0.8543339421061248
77180,1,1,0.9174081582774797
8652,0,0,0.16762573400892056
71214,0,1,0.725720511402432
57676,0,0,0.4323398629885235
31002,1,1,0.7724904965170195
98776,0,0,0.2666840512984139
57298,0,0,0.038709547658055725
30632,0,0,0.13386897381269458
62026,1,1,0.8644690898730205
31447,0,0,0.3067006768946917
67649,0,0,0.13150640848179193
93013,0,1,0.6251650657209497
54910,0,0,0.0900471926467033
13552,0,1,0.8333866164863126
2045,1,0,0.49857730682684326
79744,0,0,0.3263445159987727
55986,0,0,0.33079285278439
38212,1,1,0.7918974263455907
50101,0,0,0.14536564014782904
85119,0,0,0.1583106184934025
25377,1,0,0.16322571767649832
42409,1,0,0.45004938491107777
37876,0,0,0.0448195137581501
96114,1,1,0.6420878949126675
93147,0,1,0.6096923862892538
81693,0,0,0.33702815256997404
4494,0,1,0.5612621123751168
7991,1,1,0.6432142796801751
76565,0,0,0.17775130405834547
21735,0,1,0.5780063938319565
75818,1,1,0.8727177980204623
52540,1,1,0.9634056192539134
90967,0,0,0.12691477366997114
16285,1,1,0.9137185423112243
32751,1,1,0.6357867015593438
84101,0,0,0.1462070146770465
41977,0,1,0.5187058281323175
4404,0,0,0.12743694716429707
83246,1,1,0.6560063496642251
86612,0,0,0.06009294270962649
7489,1,1,0.6773708580650443
49777,1,1,0.5752779684627737
98056,0,1,0.7646504528760175
79438,1,1,0.7812888190298685
18155,0,0,0.3795776888645255
52411,0,0,0.4525323903497273
24274,0,0,0.25541234283546566
52324,1,0,0.2785569811420269
97890,1,1,0.6902875985051332
69082,1,0,0.4671174146960308
13188,1,1,0.8105869817969032
91740,1,1,0.6929051150934876
54925,0,0,0.42053905947518677
9807,0,0,0.4481834750517858
60437,1,1,0.7793716188648981
52529,0,0,0.0398580336539681
47705,1,1,0.5868853646116947
94051,0,0,0.06328391391077842
19256,1,0,0.34132789907918626
49298,1,1,0.8774958540864454
92717,0,0,0.38237166599885236
43084,1,1,0.9200589600282703
97445,1,1,0.8363092450876054
7294,0,0,0.06067956077975683
54095,1,1,0.8719677362794779
95510,0,0,0.10126207651975651
65142,1,1,0.6985563698485728
50855,1,1,0.768828194596268
99094,0,1,0.7526197493725584
33562,0,0,0.39913284850181097
31470,1,1,0.9248939956243061
31683,0,0,0.46998924612157333
47722,1,1,0.7171539319943029
19329,0,0,0.08389450979784562
58724,1,1,0.9286827539370001
46202,0,1,0.7946364996069429
35589,0,1,0.7425325802401798
90626,1,1,0.920697032363697
7022,0,1,0.6461824617804823
40695,0,0,0.4927181416728638
80381,1,1,0.8070809152081883
68662,0,0,0.3682906713587261
24842,0,0,0.14600600835490055
78020,0,1,0.8055822347712402
88999,0,0,0.3710203339571838
19925,1,1,0.7994937300334449
89907,0,0,0.30079732704345247
1321,0,0,0.10710186351179772
89706,0,1,0.7300253558246654
28717,1,0,0.2437509343315014
99155,0,0,0.4292219902421444
6757,1,1,0.8661354672530331
52519,0,0,0.061143673377458095
60768,0,0,0.1819739583687475
26277,1,1,0.9800347743577482
60933,1,1,0.712650793900526
68412,0,0,0.4385319553645898
41425,1,1,0.8580075943491899
45773,0,0,0.03476179917570288
47382,0,0,0.07166637590683314
26292,1,1,0.5152454739352164
59163,1,1,0.8088961688651126
64744,0,1,0.7420478162659304
89684,1,1,0.9007380503277812
66048,0,0,0.2904089590183567
55467,0,1,0.6257040248565666
96835,0,0,0.23969422349213815
94656,0,0,0.06578435338059656
54899,0,0,0.4045239512575442
82903,0,1,0.8126569731032023
89818,1,0,0.24143280546533866
60331,0,1,0.6694559306826556
71453,1,1,0.7108417275107033
98046,0,0,0.1305450730991058
98257,0,0,0.28416349205281827
79454,1,1,0.6424398713304302
27969,1,1,0.9825116938274598
89845,0,0,0.06723794416310451
