index,y_true,y_pred,y_proba_yes
10730,0,0,0.3807661715153893
21040,1,1,0.7579705775654931
54378,0,0,0.13390846635940817
9179,0,0,0.07352058677360526
65676,1,1,0.9102403172289794
95309,1,0,0.48611085297906836
94341,0,0,0.07778335952762949
76503,0,0,0.311076119186395
38911,0,0,0.42923332100355477
47951,0,0,0.3599077206121334
92256,1,1,0.8679195163277158
54274,1,1,0.8676884572338018
42959,1,1,0.69220382809276
47431,0,1,0.5230104625881734
53118,0,0,0.3507766567578153
73342,0,0,0.07939656078895015
92676,0,0,0.3115175272681373
6625,0,0,0.13393497660709724
57155,0,0,0.20949192604817293
8883,0,0,0.31967572736548366
78813,0,1,0.7082588621204033
35701,0,0,0.18896238727783154
32902,1,1,0.9379621869571864
22949,0,1,0.5783150867620813
77394,0,0,0.32722444916283216
19566,0,0,0.4527002805125396
1753,1,0,0.25096874095262645
45305,0,1,0.8060070292163358
62552,1,0,0.2423091230071887
46005,0,0,0.329259397622248
12463,1,1,0.7782528546122661
66049,1,0,0.34971625338022133
54977,0,0,0.24949221353615492
56124,1,0,0.2573872681810594
71540,0,0,0.2697468362120463
29495,0,1,0.632459069335927
39904,1,1,0.6181504613168723
38123,0,1,0.7111475578289443
48930,1,1,0.6727589703722583
38096,0,1,0.7800773876704378
92701,0,0,0.3316486001402163
32871,1,1,0.9538985058853449
55410,0,0,0.15372989563444206
80366,1,1,0.9331840858966449
18113,1,1,0.7596177016108272
51535,1,1,0.9011081877863473
20050,0,0,0.09975374866843355
49077,1,1,0.8770706544357911
8879,1,1,0.7137318817192655
32388,0,0,0.2540450822562459
99198,0,1,0.6559293449184281
33351,1,1,0.8611986470403314
77931,0,0,0.05043981815629216
39028,0,0,0.11475930740130642
33348,0,1,0.5620706440517276
25294,0,0,0.07016883257564681
6335,1,1,0.7996723262966466
54632,0,0,0.027667524649602527
27558,0,0,0.4572782485215776
15500,1,1,0.8838839018157532
10733,1,1,0.7870320179861798
46979,0,0,0.040650284244184806
54776,1,1,0.7732944292158078
80782,1,0,0.21781891302406453
97444,0,0,0.19457167016920135
36918,0,0,0.04311614290991499
20634,0,0,0.08310112425739775
46797,0,0,0.027490813841168152
86916,0,1,0.6584369546798471
60462,0,0,0.055248489118731356
18840,1,1,0.9474409475240515
82372,0,1,0.7610011481786582
89362,0,0,0.08390203754404085
46753,1,1,0.6254084347300402
39103,0,0,0.03882507047193187
86413,0,0,0.0572807398444026
13847,1,1,0.8250607736741088
82865,0,0,0.36296941979640235
89579,0,0,0.10250715814539836
65447,1,1,0.9393545760366424
11346,1,1,0.8120056762356138
45878,0,1,0.6052327460983646
37713,0,0,0.13113910735510703
41811,1,1,0.8303847599851404
26392,1,1,0.747837703264727
89029,1,0,0.28862987518740973
13721,0,1,0.7596173074004078
72616,1,1,0.6054127280813484
65146,1,1,0.9558040496562609
83869,0,0,0.47807396928693846
5123,0,1,0.9006746455758522
60318,0,0,0.09995521922189919
24385,0,0,0.3734708681579178
98177,0,0,0.4702391786249484
13061,0,0,0.13909071612396276
46692,0,0,0.31398581021920247
48041,0,0,0.12922833191686153
9585,1,1,0.8179979075155897
75308,0,1,0.6442298700267031
86887,1,0,0.45659242057382093
31245,0,1,0.6143699174778068
38486,0,0,0.09728632443172675
4893,0,0,0.22593828310312078
45655,1,1,0.7086042638439009
27852,1,0,0.48571026254878774
72892,0,0,0.07934266991979808
65554,1,1,0.7565319323358755
78261,0,0,0.09399058184869652
90792,0,0,0.16193770167873212
69733,0,1,0.5111227808031247
78437,0,0,0.1774037272088818
44430,0,0,0.11176093185916841
77522,1,0,0.4128002476827885
28270,0,1,0.7038855777418898
49041,0,1,0.6691035176539551
58046,0,0,0.48807766239386263
26959,0,0,0.12825784939094434
11130,1,1,0.6798251015607459
88199,0,1,0.7472562374133315
70432,0,1,0.7329360967770565
40708,0,0,0.11780505682631974
39397,0,0,0.4780167383526754
93917,0,0,0.057535422799897325
22163,0,1,0.8211287490194796
53649,0,1,0.5806523693624359
66340,1,1,0.8781866867710487
99362,0,0,0.05457420024603376
48927,0,0,0.14709193561925066
85758,0,1,0.6681218214865551
66998,0,0,0.037777476243188286
63335,0,0,0.058542476786558
11916,1,0,0.17747353792753245
55326,0,0,0.49513603850281734
46077,0,0,0.3251689099402092
65095,1,1,0.7080261904634718
86338,1,0,0.46250185416706074
40726,1,1,0.8543399444555637
65402,0,0,0.13914672931005712
23394,1,1,0.9437123029184674
77857,0,0,0.48195439922934663
10926,0,0,0.3976225680229368
22143,0,1,0.8592990128352485
30242,0,1,0.7752748824783067
83997,0,0,0.2078336656125101
28708,0,0,0.2761749387334858
73140,0,0,0.30339674573759656
21302,1,1,0.8484536710684155
94682,0,1,0.6156187244482131
90711,0,1,0.5342032145525816
38344,0,0,0.07106747411572426
58918,0,0,0.21109299835765316
94420,0,0,0.043545402891775185
90627,0,1,0.5663868519121886
12645,0,0,0.18770314711209246
32297,1,1,0.8468135892744811
49292,0,0,0.3098450310918247
34769,1,1,0.9111909561723357
54392,0,1,0.8274910562036047
1605,1,1,0.8739666544303332
65140,1,1,0.8137589896155768
44257,1,1,0.9701616958577677
7807,1,0,0.4616612028964304
35642,1,1,0.5520423596384558
45132,1,1,0.9379716493118464
36323,1,1,0.7960410962352227
4444,0,0,0.2018294264346944
84698,1,1,0.7285588510124031
81470,0,0,0.22051199719049766
72851,1,1,0.6968625605922665
20706,1,1,0.8221563441474542
21636,0,0,0.03808919051913495
82001,0,0,0.2857714163522004
10670,0,0,0.3758330590984873
7183,0,1,0.6366446903212256
97878,0,0,0.25128856204462674
23587,1,1,0.9223855038580552
3903,0,0,0.11149506808898857
21111,0,0,0.05759344489886462
39893,1,1,0.93322351464712
10136,0,0,0.049449912900582906
92561,1,1,0.5229458086566744
54615,0,0,0.1695078881589762
36152,1,0,0.41597066807877137
87369,1,1,0.885861136440867
60238,0,0,0.3637973060874432
32579,1,1,0.9700125280708451
17223,0,1,0.6895021288037604
50700,0,0,0.30672908318279957
42511,0,0,0.045893924725763424
72026,0,0,0.4643177265130415
59688,0,0,0.2488752851475114
79210,1,0,0.36454781323394425
79150,0,0,0.14132649280020465
96281,0,0,0.49359913330724736
50469,1,0,0.4375962775752368
17405,1,1,0.8385886539796155
82776,1,0,0.3211085296317528
90925,1,1,0.7605929472913654
56166,0,0,0.02898516609558844
60591,0,0,0.034341648232853864
40883,0,0,0.10861025900660551
44895,0,0,0.33035992689092525
1958,0,0,0.3609468167265697
86759,0,0,0.05039379912401147
33059,1,1,0.7671422903865114
36860,0,0,0.21009061141356403
17058,0,0,0.1646752188712445
98715,0,0,0.11482020432384116
3007,0,0,0.05340259297880736
86799,1,1,0.9109328248754285
32240,1,1,0.5258953380012801
77568,0,0,0.1443669538776466
34461,1,0,0.33094773194495464
69140,0,0,0.46754787305643264
53370,1,1,0.81179460038592
7814,0,0,0.15629288300675304
85443,0,0,0.05939240809489533
3900,1,0,0.4029322566472628
16852,1,1,0.8426120988718763
59626,0,0,0.24023439157769635
92819,0,0,0.07341602982303094
15281,0,0,0.33139461466071357
81164,1,1,0.9265405779595157
35129,0,0,0.03473275329262688
65048,0,0,0.4105037696044389
82388,0,0,0.05558896008099466
84328,0,0,0.029007309336353742
99349,0,1,0.6603314174473318
49050,1,1,0.8687749161536623
71215,1,1,0.6243361566015533
9098,1,1,0.95607018411396
43129,1,0,0.3780856909334432
98303,1,0,0.2447792694689134
24105,0,1,0.895668861094918
73434,0,1,0.5167043131140217
78564,0,0,0.22855640437882957
61501,0,0,0.2537407969950681
76296,0,0,0.1893480201776707
77150,0,0,0.4581889783929604
81243,0,1,0.8770816931551272
4013,0,0,0.10321238143708855
37789,1,1,0.867302786521434
70992,1,1,0.570398838062842
2507,0,1,0.760724496500093
29181,0,0,0.14985559239307686
3251,0,0,0.11939023340314546
51971,0,1,0.535004760654338
48455,1,1,0.605788936700007
6048,1,1,0.93020357000804
81626,0,0,0.23525710347065218
28073,1,1,0.9170323887651202
83455,1,1,0.6983432048761502
67005,1,1,0.6980875261232877
91187,1,1,0.787358061613814
18078,0,0,0.10372327015293376
51589,0,1,0.6706889279757735
24162,0,0,0.3826923902468322
44381,0,0,0.45431247734977753
25757,1,1,0.7921026979863809
38761,0,0,0.0433300599860168
56425,0,0,0.05608557244380383
61760,0,0,0.13169858538829274
9797,0,0,0.3031069345259154
83576,0,0,0.0641360721373628
25073,0,0,0.22435123183888883
98486,0,0,0.039234942088258805
72532,0,0,0.04647655964650874
12766,1,1,0.7875296169298898
8687,0,0,0.040976504133331586
28699,0,0,0.15613558013338666
64108,0,0,0.24794642323541224
89841,0,1,0.7522892556727954
85135,0,0,0.13036991298459952
29688,1,1,0.8759225972816257
12352,0,0,0.12638024986961377
45218,1,1,0.8255863244156344
51056,1,1,0.7377677242768387
73100,0,0,0.49791366489438504
42257,0,1,0.7758386240548243
11147,0,0,0.12850291221430907
81066,0,1,0.5341065285205997
47160,1,1,0.9115726211455725
89942,0,0,0.4352474589836775
42989,0,0,0.096864218767117
23643,0,1,0.6940212921752504
86244,1,1,0.8662508376087682
21307,0,0,0.07016252752125651
52845,0,0,0.15489811090907937
18173,0,0,0.10465201385580272
44984,0,0,0.4018986539539728
13257,1,0,0.4790516817804232
17782,0,0,0.31685500554792984
89860,0,0,0.04566638046860778
35412,0,0,0.452935584773743
79483,1,1,0.8306163592442044
48443,1,0,0.2853322284908562
2204,0,0,0.4390543814403126
4574,1,1,0.8681646057400145
63165,0,0,0.4443494389915922
66878,0,0,0.07064470642499361
28723,1,1,0.8462859756672367
7396,0,0,0.03481749392459917
57767,1,0,0.44048670259394535
26140,1,0,0.3300874113111607
94274,0,0,0.27355567545359716
84177,1,1,0.7586943340353345
53953,1,1,0.7345785534872805
12995,1,1,0.9402817241999045
12473,0,1,0.5837602870617237
93216,0,0,0.4207862144921211
8414,0,0,0.07499297713529726
80195,0,0,0.1851155155791784
46204,0,1,0.941381522474571
62072,0,0,0.40078132554514684
77595,1,1,0.8222107734995197
96503,1,1,0.8825276344088187
64127,0,0,0.12787556349918433
72836,0,1,0.5318503714164355
68117,0,0,0.1338499099251827
5065,0,0,0.03244923967564943
84289,1,1,0.9439890998255911
25833,0,0,0.09400135064187896
13490,1,1,0.6940213932441442
25500,0,1,0.9630275439173774
32872,1,1,0.9044127348858254
49328,0,0,0.04588948689941088
83816,1,0,0.16452555457477372
96774,0,0,0.2749005306548067
92584,0,0,0.056634216381592564
88369,0,0,0.1984524465942297
97164,0,1,0.8168535774502209
49495,1,1,0.6259408697582312
94863,0,1,0.5695181737451075
3050,0,0,0.060791527484381415
49695,1,1,0.9467858604992452
37473,1,0,0.3040371968459004
80010,0,0,0.050629385533741564
65701,0,0,0.09796725851481417
68173,1,1,0.7910021149877732
66698,0,0,0.3905659191632288
60732,1,0,0.421947297446507
9756,0,0,0.14690492632508298
79040,1,0,0.05090767525262745
82411,1,0,0.09253933249338542
54504,0,1,0.9354277612482278
13533,1,1,0.6090407855934918
52788,0,0,0.08140273530136274
90454,1,1,0.965306962816522
27505,0,0,0.08353583143273069
29928,0,1,0.8248732422063089
37193,0,1,0.6462911577794763
87349,1,1,0.9781632916427992
51984,1,1,0.7593587277402539
35684,1,1,0.574080461586345
52642,1,0,0.46606659933362754
16426,0,0,0.15230295153422185
33566,1,1,0.8070613882652354
90302,0,0,0.33110746416029635
92410,0,0,0.12237936536523694
19061,0,1,0.5368603771357099
37625,0,0,0.23542891991479156
95184,0,0,0.30443252840221385
73969,0,0,0.14350490024193877
35681,0,1,0.6905631662859102
60071,0,0,0.18980397617663727
85847,1,1,0.7483566009824765
46792,0,0,0.08534643790276125
15296,1,1,0.7361559716009989
50899,0,0,0.34916209505290796
32942,1,1,0.8057994439115586
1833,0,0,0.33956373554062863
90021,0,0,0.09670453894698033
49714,0,0,0.2897790245734487
23136,0,0,0.11625601494013561
81445,0,0,0.07289216858849333
24180,0,1,0.7195623338486404
98099,0,1,0.6541059826714192
32079,0,1,0.513073651425445
38915,1,1,0.8031930101441964
92669,1,1,0.8121126999967305
81854,0,0,0.10959824520946007
18009,0,0,0.10826251405787138
42603,1,1,0.6995374562984252
18789,0,1,0.6868101104862065
23497,1,1,0.7475761182360574
11564,0,0,0.4190549797158202
36912,1,1,0.7836763749012706
54639,1,1,0.7787923128360097
16971,0,0,0.47116335595527176
2237,0,0,0.17930673116211282
97949,0,0,0.23992727941147202
10,0,0,0.09154879121166964
60761,0,1,0.9190528344965747
11714,0,0,0.08961874156111306
52514,0,1,0.7284524782941679
90371,0,0,0.23623178597874558
65867,1,1,0.8831182472912309
95796,0,0,0.051840558930795734
40814,1,0,0.1649210304633655
36411,0,0,0.11904710474475218
8816,0,1,0.7337193568897037
69083,0,0,0.1336623314927551
97623,0,1,0.9491770945922138
95911,1,1,0.95293874417763
73308,0,0,0.25253357346597655
14466,1,0,0.2784165462706373
97255,0,0,0.2965745545344697
57104,1,1,0.7284237599631946
29982,0,0,0.4866760660919626
31222,0,0,0.46164740632605095
60211,1,1,0.5019861283443822
39571,0,1,0.7489254590830415
18636,1,1,0.8455333178862128
96211,1,0,0.4170851743072962
10333,1,0,0.4888401617918098
42527,0,1,0.5011500431962883
42394,0,0,0.34853475720367827
95922,0,0,0.21182620502251598
21033,0,0,0.18826434270987644
53499,0,0,0.48588914666442207
84718,0,0,0.03902320220325144
61178,0,0,0.04807423424776208
22516,0,1,0.5867923733498114
15397,1,1,0.8564317622605461
69799,0,0,0.032590118922144286
95221,1,0,0.21587902609409554
14395,1,1,0.8733906701690431
34938,0,0,0.07190837426847252
22167,0,1,0.6481143336383576
96013,0,0,0.11079389148546659
6339,0,0,0.21174294576807914
51824,0,1,0.542217714886897
66311,0,0,0.14306616108387196
19824,1,1,0.6950819150663498
2165,0,0,0.207617872423611
74477,0,1,0.7407490707154423
56353,1,0,0.11806154265957895
8870,0,0,0.3263158429448488
49521,0,0,0.08549217133413033
84491,1,1,0.9198561749909704
81415,1,0,0.47577531216365987
29757,0,0,0.0326403855677109
42539,0,0,0.12477948762998944
46432,0,1,0.7422450090731277
56822,0,0,0.07247663223688805
22059,1,1,0.9197593358521327
20278,0,1,0.6371843635083789
99188,0,1,0.682764360033073
26001,1,0,0.4000734918418675
38275,1,1,0.5017387634821664
76473,1,1,0.7295373193396599
42925,0,0,0.13128301123838032
63484,0,1,0.6249206031468708
79564,1,1,0.8963828253222547
45889,0,1,0.5208004029849466
49076,0,0,0.1084762288799681
30619,0,0,0.15316038579772306
15047,0,0,0.31517915531628227
67546,1,1,0.7308861001827412
83221,1,0,0.4145089406877073
46108,0,0,0.2223920737447944
71906,1,1,0.9313473504322798
64217,0,0,0.0736594790637659
74953,0,0,0.08116969304520177
96509,0,0,0.2597710712534866
31521,0,0,0.45217231312430145
63515,0,0,0.032877191355396504
45690,1,1,0.8449289212505985
24860,0,0,0.09437509747410462
8896,0,1,0.618709671683625
37154,1,1,0.7442641448355349
23416,0,0,0.23244017245413393
77338,0,0,0.3375511760951282
6560,0,0,0.13252749791075244
22629,0,0,0.04486862637734463
93224,0,0,0.4424051814078944
47316,0,1,0.9256381891943626
39222,0,0,0.42951835649510706
3993,0,0,0.08137513121949222
10862,1,0,0.03900067447555222
95202,0,0,0.047443998129305796
62397,0,1,0.899626668503718
70944,1,1,0.5188279567268693
11536,0,0,0.19530721409145896
12087,1,1,0.9316738411153188
80567,0,1,0.9464249799061246
298,0,1,0.5459493057551037
4966,1,1,0.9293090714295679
34571,0,0,0.025756574179172945
1070,0,0,0.10769371857480335
90788,0,1,0.9086025571266104
26903,1,0,0.39624976222501557
61620,0,1,0.6571817445501308
39471,1,1,0.6023979625255822
5675,0,0,0.047255786355454334
41515,0,0,0.3682454842468248
21888,1,1,0.5997278817710159
93121,0,0,0.035966256873346744
36446,0,1,0.7402407829398856
84923,0,1,0.7800771600888934
66018,0,0,0.11463858149030064
43678,0,0,0.15535859813884934
57131,1,1,0.961993628234526
52799,0,0,0.06722385621387003
42876,0,0,0.03842881946935879
8609,0,0,0.2096354259560165
82500,0,1,0.5478271428586138
52706,0,0,0.08077610909611034
26726,1,1,0.7502920393678532
1939,0,0,0.02688527749265306
60031,0,0,0.10920615071896733
14472,0,0,0.057991447393282526
84272,0,1,0.6080103410595414
32608,1,1,0.7413606040829229
49442,1,1,0.7823584371641991
16425,1,1,0.6664210273754003
35801,0,0,0.054434546318103794
68184,1,1,0.8743046601385468
77657,1,1,0.5179373881673056
90214,0,0,0.32534750232170495
73311,0,0,0.3106615887115915
51104,0,0,0.03930837042181209
83591,0,0,0.12824486553793438
33708,0,0,0.4539414990024563
71492,1,1,0.6623100136958278
2483,1,0,0.17218765217339016
61485,1,0,0.13511719614461093
18467,0,0,0.03500047220385467
897,0,0,0.3687313890998988
83198,0,0,0.0843083546483394
27,1,1,0.9667216787456934
4197,0,0,0.3383767929202622
57137,1,1,0.943192765203811
55117,1,1,0.9349307176991212
80708,0,0,0.09364859272011512
81228,1,0,0.06830797161147295
66764,0,0,0.1527701008411911
94710,1,1,0.9308191725303008
658,1,1,0.8129693236474345
82394,1,1,0.7317251402690932
40953,0,0,0.45611702081055516
76373,1,1,0.7435007006386889
78308,0,0,0.3579943151827612
52010,0,0,0.09724853291336195
9960,1,1,0.9376043856869498
83476,1,1,0.5380649783092689
18119,1,1,0.623614292841982
45058,0,0,0.08326310120748244
47183,0,0,0.3845220396529593
14496,1,1,0.6256949021374902
44175,0,0,0.41529148418783385
18914,1,1,0.7862533416783276
5633,0,0,0.04982523307800207
72706,0,0,0.3194803287135507
68895,0,0,0.2751810668191626
49605,1,1,0.7374190520035312
65747,1,0,0.29968831154242676
86296,0,1,0.6752775862037655
87495,1,1,0.9073094961085737
56904,0,0,0.23478768252557836
85885,0,0,0.3990125874790499
16136,0,1,0.5753590822728898
29919,0,0,0.17633523790109842
38142,0,1,0.7791977176074371
15936,1,0,0.12273084476641438
21460,0,1,0.5495723318589996
24789,0,0,0.3007525321632436
45356,0,0,0.05003169852255873
83825,1,1,0.8909311170411809
62950,0,0,0.11118627227703838
444,1,1,0.9657673584902885
53377,1,1,0.6254636328501461
16335,0,0,0.2979378614905764
34121,1,1,0.967435071155403
70684,1,1,0.79917015500074
30048,1,1,0.9381725535421332
73170,1,1,0.649665658597907
88559,0,0,0.2502447402041313
24451,0,0,0.2677435721841175
73271,0,1,0.5352761290435513
51274,0,0,0.11148118128378222
69394,1,1,0.7209745179025433
76522,1,1,0.8360556647226153
53753,0,0,0.12044760820794667
75065,0,0,0.23971177605945507
92804,1,1,0.8400310252833512
2325,1,1,0.970704974402811
60379,1,1,0.7084856667942552
93474,0,0,0.05666832521352375
10195,1,1,0.9583105980360951
14249,0,0,0.3039690500578884
83547,0,1,0.7174481144639236
44307,0,0,0.03216096306073483
43847,0,0,0.058932737751916354
24600,1,1,0.8244752624516982
1391,0,0,0.04139166720443329
14288,1,1,0.5608715885149563
97692,0,0,0.0555812854244981
19159,0,0,0.10366908415761966
96450,0,0,0.05049589942882479
31625,0,1,0.5226854436158854
42121,1,1,0.9179723316321892
50307,1,0,0.3697818618642667
41062,1,1,0.8131510129378284
56371,0,0,0.11612199340722593
3583,0,1,0.5653194171390294
88313,0,0,0.40666342941367445
17288,0,0,0.48858257978883435
28948,0,0,0.06007006711827762
99122,0,0,0.060817467187788445
1105,1,0,0.19711137290027514
74917,1,1,0.8259402288420425
65952,1,1,0.7967037205559787
46080,0,0,0.21939727318934368
37112,0,0,0.3268374981893389
52538,1,1,0.9155496491794244
91102,0,0,0.05221509449082698
66420,0,0,0.029174461139657527
81588,1,1,0.8143119965711766
31767,0,0,0.12229073708263381
95019,1,0,0.32001939724560285
68279,0,0,0.4201961750908116
97727,0,0,0.04246255027801127
4162,1,1,0.8574146968440889
81697,1,1,0.6394366022229906
51516,0,0,0.457899564689641
20408,1,1,0.6278996389203491
75930,1,1,0.7255235159881523
33294,1,1,0.8568499281825344
77180,1,1,0.9171263106769285
8652,0,0,0.16754418425621775
71214,0,1,0.7260541116184893
57676,0,0,0.43721686101596163
31002,1,1,0.7715184851984845
98776,0,0,0.2664429172234515
57298,0,0,0.038940005951937244
30632,0,0,0.1343266251434528
62026,1,1,0.8623850175871539
31447,0,0,0.307555112233983
67649,0,0,0.1334568120097781
93013,0,1,0.6274909588289468
54910,0,0,0.09068257725332386
13552,0,1,0.8302836537369832
2045,1,0,0.49968848437336094
79744,0,0,0.3236702830474464
55986,0,0,0.3326911261815523
38212,1,1,0.792904296886711
50101,0,0,0.14593544103171338
85119,0,0,0.16084329965855923
25377,1,0,0.1634972564190561
42409,1,0,0.4481145590408734
37876,0,0,0.04566194557852975
96114,1,1,0.638879783321822
93147,0,1,0.611215177931675
81693,0,0,0.33913911461260454
4494,0,1,0.5658035763510654
7991,1,1,0.641826586632899
76565,0,0,0.17622799175744303
21735,0,1,0.5788171216220402
75818,1,1,0.8703971043632869
52540,1,1,0.9623709048297369
90967,0,0,0.1284313172768063
16285,1,1,0.9120527296107832
32751,1,1,0.6340143052848549
84101,0,0,0.14796170550746596
41977,0,1,0.5162235313431227
4404,0,0,0.12708377068817547
83246,1,1,0.6597918807509865
86612,0,0,0.06080088586449686
7489,1,1,0.6744725335241611
49777,1,1,0.5752422390203541
98056,0,1,0.761846695856101
79438,1,1,0.7814334776143148
18155,0,0,0.3773408806290943
52411,0,0,0.45227550099058544
24274,0,0,0.2570239794730082
52324,1,0,0.27516243251167993
97890,1,1,0.6849626339360351
69082,1,0,0.46356630769645973
13188,1,1,0.8116055164096585
91740,1,1,0.693820531779741
54925,0,0,0.41995713141772695
9807,0,0,0.44640997828888956
60437,1,1,0.7772605501300959
52529,0,0,0.04062266805712458
47705,1,1,0.5894091599800465
94051,0,0,0.06333806937846483
19256,1,0,0.33828014675070517
49298,1,1,0.8755606243964211
92717,0,0,0.3863180976117686
43084,1,1,0.9200662495355166
97445,1,1,0.8361340146019021
7294,0,0,0.061746444843693
54095,1,1,0.869505427141375
95510,0,0,0.10178456198935491
65142,1,1,0.6967373004044858
50855,1,1,0.7686494613353808
99094,0,1,0.751540530608926
33562,0,0,0.4016790688167811
31470,1,1,0.9230571502593828
31683,0,0,0.4662351976699478
47722,1,1,0.7146009053645256
19329,0,0,0.08556636959959879
58724,1,1,0.9281561215506878
46202,0,1,0.7960322349494007
35589,0,1,0.7427598132205682
90626,1,1,0.9200922832904843
7022,0,1,0.6473138400951929
40695,0,0,0.4907413577930874
80381,1,1,0.8082061867607323
68662,0,0,0.36834412360180957
24842,0,0,0.14798999762060572
78020,0,1,0.8037877103190914
88999,0,0,0.3723542030878679
19925,1,1,0.8005793922896347
89907,0,0,0.3019323903526467
1321,0,0,0.10901430130401808
89706,0,1,0.7277805534042333
28717,1,0,0.24637117241412693
99155,0,0,0.43727623337832655
6757,1,1,0.864010376516338
52519,0,0,0.06122115154398257
60768,0,0,0.18492796203249773
26277,1,1,0.9798316205988714
60933,1,1,0.7181103038446409
68412,0,0,0.44045710010927897
41425,1,1,0.8538242716584554
45773,0,0,0.034844527260909405
47382,0,0,0.07194517306032018
26292,1,1,0.5178139725851172
59163,1,1,0.8094595091274407
64744,0,1,0.7399940029024562
89684,1,1,0.8989905109743941
66048,0,0,0.28936410313343985
55467,0,1,0.6215824748671267
96835,0,0,0.24358503866654163
94656,0,0,0.06748641410924643
54899,0,0,0.4039395377844885
82903,0,1,0.8106254934064593
89818,1,0,0.24416383942256656
60331,0,1,0.6670497508603153
71453,1,1,0.7118968230405561
98046,0,0,0.13055326641538395
98257,0,0,0.28437900943136707
79454,1,1,0.6410913239386855
27969,1,1,0.9818308931874452
89845,0,0,0.06900573039845287
84317,0,0,0.029447992187564973
