sample_index,y_true,y_pred,y_probability
3903,0,0,0.10491962
21111,0,0,0.07469417
39893,1,1,0.9230065
10136,0,0,0.04656267
92561,1,1,0.513796
54615,0,0,0.19267835
36152,1,0,0.44622007
87369,1,1,0.84889424
60238,0,0,0.29617757
32579,1,1,0.9710189
17223,0,1,0.6733414
50700,0,0,0.32444513
42511,0,0,0.03936774
72026,0,0,0.32595068
59688,0,0,0.20922837
79210,1,0,0.3362106
79150,0,0,0.07664451
96281,0,1,0.54852694
50469,1,0,0.38465673
17405,1,1,0.84038424
82776,1,0,0.3371531
90925,1,1,0.7539115
56166,0,0,0.019602003
60591,0,0,0.04116858
40883,0,0,0.13857767
44895,0,0,0.27051812
1958,0,0,0.34825787
86759,0,0,0.059278354
33059,1,1,0.7813257
36860,0,0,0.22072673
17058,0,0,0.16262789
98715,0,0,0.12035416
3007,0,0,0.043048732
86799,1,1,0.8889879
32240,1,1,0.509592
77568,0,0,0.16225226
34461,1,0,0.3050853
69140,0,0,0.40509257
53370,1,1,0.8310588
7814,0,0,0.16117232
85443,0,0,0.08002346
3900,1,0,0.36665508
16852,1,1,0.7848076
59626,0,0,0.2654382
92819,0,0,0.059419274
15281,0,0,0.29371527
81164,1,1,0.94313633
35129,0,0,0.016370492
65048,0,0,0.35313347
82388,0,0,0.04272815
84328,0,0,0.029333308
99349,0,1,0.6599408
49050,1,1,0.8414391
71215,1,1,0.62384844
9098,1,1,0.9506179
43129,1,0,0.46039662
98303,1,0,0.24984287
24105,0,1,0.9048524
73434,0,1,0.5097182
78564,0,0,0.1922609
61501,0,0,0.24426405
76296,0,0,0.17751102
77150,0,0,0.49482957
81243,0,1,0.86953646
4013,0,0,0.086503185
37789,1,1,0.8656425
70992,1,1,0.6029691
2507,0,1,0.7786976
29181,0,0,0.15747163
3251,0,0,0.08395848
51971,0,1,0.5295855
48455,1,1,0.6396906
6048,1,1,0.91947824
81626,0,0,0.3389568
28073,1,1,0.8678774
83455,1,1,0.6760698
67005,1,1,0.74284065
91187,1,1,0.8018303
18078,0,0,0.068615265
51589,0,1,0.6779757
24162,0,0,0.3286551
44381,0,0,0.43037263
25757,1,1,0.78617543
38761,0,0,0.07157312
56425,0,0,0.06636377
61760,0,0,0.18738376
9797,0,0,0.27233112
83576,0,0,0.04045021
25073,0,0,0.2113011
98486,0,0,0.050772563
72532,0,0,0.041575983
12766,1,1,0.7832939
8687,0,0,0.020352071
28699,0,0,0.1853114
64108,0,0,0.3238776
89841,0,1,0.7674899
85135,0,0,0.14297038
29688,1,1,0.87456656
12352,0,0,0.13726653
45218,1,1,0.8460282
51056,1,1,0.7233928
73100,0,0,0.47522894
42257,0,1,0.77618396
11147,0,0,0.19762117
81066,0,0,0.38543382
47160,1,1,0.917482
89942,0,0,0.46287623
42989,0,0,0.10834069
23643,0,1,0.61853725
86244,1,1,0.8642979
21307,0,0,0.08647383
52845,0,0,0.1670553
18173,0,0,0.11689102
44984,0,0,0.34485713
13257,1,0,0.4866657
17782,0,0,0.3926958
89860,0,0,0.047935456
35412,0,1,0.50244576
79483,1,1,0.85436356
48443,1,0,0.25601792
2204,0,0,0.44193465
4574,1,1,0.87937003
63165,0,0,0.45885408
66878,0,0,0.08264543
28723,1,1,0.8739906
7396,0,0,0.032793816
57767,1,1,0.5042844
26140,1,0,0.30293906
94274,0,0,0.3206694
84177,1,1,0.7332839
53953,1,1,0.72937673
12995,1,1,0.844138
12473,0,1,0.6192678
93216,0,0,0.42369634
8414,0,0,0.07147331
80195,0,0,0.18640761
46204,0,1,0.9429757
62072,0,0,0.32934847
77595,1,1,0.79160625
96503,1,1,0.8962991
64127,0,0,0.13082044
72836,0,1,0.52035725
68117,0,0,0.13594799
5065,0,0,0.019720027
84289,1,1,0.94651914
25833,0,0,0.104332544
13490,1,1,0.72884053
25500,0,1,0.9629607
32872,1,1,0.9144579
49328,0,0,0.041966196
83816,1,0,0.15610702
96774,0,0,0.31712198
92584,0,0,0.04065826
88369,0,0,0.19767001
97164,0,1,0.8150881
49495,1,1,0.64177525
94863,0,1,0.5646048
3050,0,0,0.07044087
49695,1,1,0.93108255
37473,1,0,0.32633075
80010,0,0,0.05593995
65701,0,0,0.12179859
68173,1,1,0.81644523
66698,0,0,0.40547374
60732,1,0,0.4029857
9756,0,0,0.17331055
79040,1,0,0.04959555
82411,1,0,0.090216205
54504,0,1,0.90578264
13533,1,1,0.64920664
52788,0,0,0.065734036
90454,1,1,0.95503193
27505,0,0,0.07576113
29928,0,1,0.79749924
37193,0,1,0.6377707
87349,1,1,0.9803365
51984,1,1,0.7839416
35684,1,1,0.5511941
52642,1,0,0.49608576
16426,0,0,0.17180583
33566,1,1,0.82452786
90302,0,0,0.25161245
92410,0,0,0.109672695
19061,0,0,0.474523
37625,0,0,0.112812206
95184,0,0,0.31804806
73969,0,0,0.1386742
35681,0,1,0.5794721
60071,0,0,0.19271278
85847,1,1,0.72197443
46792,0,0,0.11130629
15296,1,1,0.72466046
50899,0,0,0.46139613
32942,1,1,0.79189336
1833,0,0,0.3355086
90021,0,0,0.093127325
49714,0,0,0.2259828
23136,0,0,0.13302782
81445,0,0,0.060378917
24180,0,1,0.6716336
98099,0,1,0.6657106
32079,0,0,0.49501538
38915,1,1,0.81114054
92669,1,1,0.7727483
81854,0,0,0.1642697
18009,0,0,0.12293347
42603,1,1,0.69408745
18789,0,1,0.6383204
23497,1,1,0.7334041
11564,0,0,0.43423495
36912,1,1,0.8374155
54639,1,1,0.7552819
16971,0,1,0.54412764
2237,0,0,0.24140273
97949,0,0,0.21919718
10,0,0,0.089223035
60761,0,1,0.9254212
11714,0,0,0.09727559
52514,0,1,0.77760303
90371,0,0,0.19423644
65867,1,1,0.9099547
95796,0,0,0.03814425
40814,1,0,0.09775793
36411,0,0,0.14621656
8816,0,1,0.7669269
69083,0,0,0.12052196
97623,0,1,0.9307029
95911,1,1,0.93772674
73308,0,0,0.2688271
14466,1,0,0.26565993
97255,0,0,0.36675185
57104,1,1,0.71925825
29982,0,0,0.49113712
31222,0,0,0.4336747
60211,1,0,0.4615441
39571,0,1,0.74474037
18636,1,1,0.8034495
96211,1,0,0.3660889
10333,1,0,0.45924366
42527,0,0,0.42592546
42394,0,0,0.3124297
95922,0,0,0.35429564
21033,0,0,0.15013054
53499,0,0,0.4392399
84718,0,0,0.026375653
61178,0,0,0.025467746
22516,0,1,0.61633855
15397,1,1,0.8254671
69799,0,0,0.018886711
95221,1,0,0.22995678
14395,1,1,0.8644728
34938,0,0,0.06291706
22167,0,1,0.65294605
96013,0,0,0.12633857
6339,0,0,0.21911016
51824,0,1,0.54422116
66311,0,0,0.14138001
19824,1,1,0.6750942
2165,0,0,0.15668437
74477,0,1,0.7298911
56353,1,0,0.09815517
8870,0,0,0.34967422
49521,0,0,0.10860083
84491,1,1,0.9007557
81415,1,1,0.5127991
29757,0,0,0.018551074
42539,0,0,0.11637278
46432,0,1,0.7297021
56822,0,0,0.09990644
22059,1,1,0.9111865
20278,0,1,0.62643915
99188,0,1,0.7248139
26001,1,0,0.3830015
38275,1,0,0.42746407
76473,1,1,0.70666164
42925,0,0,0.14317738
63484,0,1,0.6383328
79564,1,1,0.87703955
45889,0,0,0.4310932
49076,0,0,0.0626075
30619,0,0,0.19194868
15047,0,0,0.3110085
67546,1,1,0.66593397
83221,1,0,0.4512436
46108,0,0,0.1907205
71906,1,1,0.93674034
64217,0,0,0.06667762
74953,0,0,0.076782465
96509,0,0,0.23363312
31521,0,0,0.44596335
63515,0,0,0.013279172
45690,1,1,0.8530877
24860,0,0,0.074925475
8896,0,1,0.6512985
37154,1,1,0.75301605
23416,0,0,0.18833837
77338,0,0,0.29520327
6560,0,0,0.1380005
22629,0,0,0.045048986
93224,0,0,0.39634067
47316,0,1,0.8835928
39222,0,0,0.41832602
3993,0,0,0.07973494
10862,1,0,0.032045286
95202,0,0,0.044594742
62397,0,1,0.9013605
70944,1,1,0.5294784
11536,0,0,0.21010293
12087,1,1,0.9257155
80567,0,1,0.96564484
298,0,1,0.5670519
4966,1,1,0.93589455
34571,0,0,0.016257385
1070,0,0,0.12799603
90788,0,1,0.9125299
26903,1,0,0.3466265
61620,0,1,0.54369986
39471,1,1,0.61468804
5675,0,0,0.034573186
41515,0,0,0.34094024
21888,1,1,0.6697093
93121,0,0,0.024930399
36446,0,1,0.7245725
84923,0,1,0.78451705
66018,0,0,0.12640175
43678,0,0,0.10425697
57131,1,1,0.95785457
52799,0,0,0.07510335
42876,0,0,0.043370172
8609,0,0,0.20745668
82500,0,1,0.5892528
52706,0,0,0.08728467
26726,1,1,0.76452553
1939,0,0,0.02484742
60031,0,0,0.10568376
14472,0,0,0.0625201
84272,0,1,0.58163726
32608,1,1,0.75624996
49442,1,1,0.8180013
16425,1,1,0.67085165
35801,0,0,0.052113004
68184,1,1,0.88232744
77657,1,1,0.54758567
90214,0,0,0.31621692
73311,0,0,0.33827308
51104,0,0,0.04142236
83591,0,0,0.09094754
33708,0,0,0.4397495
71492,1,1,0.6523417
2483,1,0,0.16358544
61485,1,0,0.12058142
18467,0,0,0.029515194
897,0,0,0.32215795
83198,0,0,0.08038454
27,1,1,0.9569917
4197,0,0,0.2869098
57137,1,1,0.9390276
55117,1,1,0.94690126
80708,0,0,0.099405035
81228,1,0,0.0688043
66764,0,0,0.1410209
94710,1,1,0.93254864
658,1,1,0.76490355
82394,1,1,0.70020074
40953,0,0,0.40824935
76373,1,1,0.7489494
78308,0,0,0.3639638
52010,0,0,0.120092705
9960,1,1,0.8968646
83476,1,0,0.49745467
18119,1,1,0.67709255
45058,0,0,0.10297835
47183,0,0,0.37308863
14496,1,1,0.68099165
44175,0,0,0.40021122
18914,1,1,0.7983187
5633,0,0,0.04451289
72706,0,0,0.3426078
68895,0,0,0.25141627
49605,1,1,0.7273976
65747,1,0,0.26376298
86296,0,1,0.7164125
87495,1,1,0.91941226
56904,0,0,0.20638345
85885,0,0,0.4054264
16136,0,1,0.59760094
29919,0,0,0.16561174
38142,0,1,0.7887713
15936,1,0,0.09967619
21460,0,0,0.48894998
24789,0,0,0.3082628
45356,0,0,0.04557383
83825,1,1,0.90107757
62950,0,0,0.111435704
444,1,1,0.95390284
53377,1,1,0.60974145
16335,0,0,0.29265177
34121,1,1,0.9656655
70684,1,1,0.8019829
30048,1,1,0.925829
73170,1,1,0.65491456
88559,0,0,0.25173205
24451,0,0,0.23859324
73271,0,1,0.5957673
51274,0,0,0.13106513
69394,1,1,0.6518893
76522,1,1,0.83051324
53753,0,0,0.1282516
75065,0,0,0.24247459
92804,1,1,0.8324235
2325,1,1,0.9843821
60379,1,1,0.68168265
93474,0,0,0.040527146
10195,1,1,0.97585684
14249,0,0,0.35231414
83547,0,1,0.73867357
44307,0,0,0.01798435
43847,0,0,0.068866484
24600,1,1,0.84149975
1391,0,0,0.038064152
14288,1,1,0.6029591
97692,0,0,0.03514153
19159,0,0,0.11552204
96450,0,0,0.03340835
31625,0,1,0.6413091
42121,1,1,0.9212508
50307,1,0,0.42012894
41062,1,1,0.85337585
56371,0,0,0.12907663
3583,0,0,0.4508018
88313,0,0,0.41945478
17288,0,0,0.47741166
28948,0,0,0.09477553
99122,0,0,0.05919504
1105,1,0,0.11720925
74917,1,1,0.8152874
65952,1,1,0.71811503
46080,0,0,0.23031251
37112,0,0,0.28796244
52538,1,1,0.9249214
91102,0,0,0.032731667
66420,0,0,0.030314963
81588,1,1,0.8324225
31767,0,0,0.13556013
95019,1,0,0.2827766
68279,0,0,0.42924386
97727,0,0,0.026182808
4162,1,1,0.86349386
81697,1,1,0.6119648
51516,0,0,0.3768719
20408,1,1,0.71958435
75930,1,1,0.7260284
33294,1,1,0.81386286
77180,1,1,0.9074422
8652,0,0,0.16966376
71214,0,1,0.7191048
57676,0,0,0.4077252
31002,1,1,0.7847309
98776,0,0,0.2164841
57298,0,0,0.033941925
30632,0,0,0.108694434
62026,1,1,0.85942656
31447,0,0,0.32714525
67649,0,0,0.16626602
93013,0,1,0.6455519
54910,0,0,0.09418358
13552,0,1,0.8488431
2045,1,1,0.6571972
79744,0,0,0.24599622
55986,0,0,0.3617807
38212,1,1,0.75346667
50101,0,0,0.076241314
85119,0,0,0.1143551
25377,1,0,0.15994583
42409,1,0,0.38274553
37876,0,0,0.042371806
96114,1,1,0.6311371
93147,0,1,0.6099633
81693,0,0,0.2963378
4494,0,1,0.53417104
7991,1,1,0.6855656
76565,0,0,0.19557877
21735,0,1,0.606163
75818,1,1,0.875709
52540,1,1,0.9383183
90967,0,0,0.17630655
16285,1,1,0.92164123
32751,1,1,0.618911
84101,0,0,0.18251874
41977,0,1,0.538996
4404,0,0,0.12756947
83246,1,0,0.48953938
86612,0,0,0.03629603
7489,1,1,0.5459933
49777,1,1,0.6368787
98056,0,1,0.7339805
79438,1,1,0.8129513
18155,0,0,0.40976188
52411,0,1,0.5189045
24274,0,0,0.2773334
52324,1,0,0.33080572
97890,1,1,0.7347991
69082,1,0,0.42779973
13188,1,1,0.8240729
91740,1,1,0.7356833
54925,0,0,0.42925858
9807,0,0,0.41947347
60437,1,1,0.7100266
52529,0,0,0.028967222
47705,1,1,0.66195047
94051,0,0,0.040577378
19256,1,0,0.3581801
49298,1,1,0.83511025
92717,0,0,0.44200724
43084,1,1,0.91473687
97445,1,1,0.8378743
7294,0,0,0.0631225
54095,1,1,0.8498021
95510,0,0,0.063492596
65142,1,1,0.74154174
50855,1,1,0.7923154
99094,0,1,0.73829514
33562,0,0,0.31856322
31470,1,1,0.915967
31683,0,0,0.413966
47722,1,1,0.544338
19329,0,0,0.09630226
58724,1,1,0.938478
46202,0,1,0.8302607
35589,0,1,0.6681975
90626,1,1,0.9189738
7022,0,1,0.61192554
40695,0,0,0.4945063
80381,1,1,0.8008187
68662,0,0,0.34253097
24842,0,0,0.14368527
78020,0,1,0.7919318
88999,0,0,0.37757018
19925,1,1,0.7948927
89907,0,0,0.26538408
1321,0,0,0.13813826
89706,0,1,0.7013993
28717,1,0,0.25674707
99155,0,0,0.49204975
6757,1,1,0.8053635
52519,0,0,0.06582043
60768,0,0,0.22239086
26277,1,1,0.98320836
60933,1,1,0.6995787
68412,0,0,0.4328506
41425,1,1,0.84114367
45773,0,0,0.030719925
47382,0,0,0.082096
26292,1,1,0.54456687
59163,1,1,0.803189
64744,0,1,0.759933
89684,1,1,0.8902038
66048,0,0,0.30550975
55467,0,1,0.51688725
96835,0,0,0.3154426
94656,0,0,0.062943354
54899,0,0,0.39097372
82903,0,1,0.81511015
89818,1,0,0.27524048
60331,0,1,0.6714651
71453,1,1,0.68922657
98046,0,0,0.09623478
98257,0,0,0.26741663
79454,1,1,0.65230393
27969,1,1,0.98682016
89845,0,0,0.0735347
84317,0,0,0.027942942
89026,0,1,0.7537581
16814,1,1,0.7548939
97956,0,0,0.06842561
37123,1,1,0.85821116
26778,0,0,0.3350582
79018,1,1,0.7932802
93016,0,0,0.35055184
21494,1,0,0.3723551
89720,0,0,0.31600565
26032,1,1,0.90793407
37125,0,0,0.2467366
56493,1,1,0.8548479
37157,0,0,0.06871165
5217,0,1,0.6770412
82427,1,1,0.643039
27168,1,0,0.49511465
28771,0,0,0.041039515
78279,0,0,0.12099111
48612,0,0,0.0911139
38078,0,0,0.0140095465
60617,1,1,0.8742193
27564,0,0,0.15108696
82094,1,1,0.9121192
70667,0,0,0.021956386
94397,0,0,0.12921128
71912,0,0,0.4685525
42615,0,0,0.45642084
87881,0,0,0.025863305
89097,0,1,0.6976755
100,0,0,0.09851344
37407,1,1,0.6105979
60037,0,0,0.09022749
9778,0,0,0.24780232
52683,0,0,0.03979167
5365,0,0,0.13234401
3335,1,1,0.59290683
74979,1,1,0.569832
63101,1,0,0.33572984
41388,1,0,0.44079757
71875,0,1,0.8788512
24877,0,0,0.034377836
71789,1,1,0.89603883
89282,0,1,0.81423897
24158,1,1,0.9489575
51337,0,0,0.0848044
75359,0,0,0.10891191
16234,0,1,0.53197384
76858,1,0,0.48569086
27010,0,0,0.24651605
39763,0,1,0.5207998
36139,1,0,0.14593539
9791,0,1,0.7369659
86576,0,0,0.26630113
76218,1,1,0.6083193
52745,0,0,0.3739414
55707,1,1,0.9260237
97092,0,0,0.4578136
12882,1,1,0.96596086
97865,0,0,0.15462674
31664,1,0,0.12508729
2070,1,1,0.6575454
80236,0,0,0.2158043
86537,0,0,0.034855686
86798,1,1,0.90501034
96070,0,0,0.01694925
88571,0,0,0.07198288
22215,1,1,0.98116916
99142,0,0,0.11408629
19294,1,1,0.6615759
5208,0,0,0.39463678
42609,0,0,0.10063694
18697,0,0,0.3708014
74053,0,0,0.08129027
82724,1,1,0.8036636
28040,0,0,0.090773985
46237,0,0,0.23930779
68481,0,0,0.09316144
7337,0,0,0.072635904
73095,1,1,0.9662936
17626,1,1,0.84972644
1810,1,1,0.5569748
18418,0,1,0.5640634
27669,0,0,0.15261726
91942,0,0,0.09611297
92160,0,0,0.05889576
84025,0,0,0.46865344
37680,1,1,0.9290152
37067,1,0,0.15778655
4908,1,1,0.86843807
49517,0,1,0.55451244
45755,1,0,0.2512714
32072,1,0,0.2834395
39553,1,1,0.7614908
65549,0,1,0.63724387
99277,0,1,0.59762686
43630,0,1,0.880058
88565,1,1,0.8256137
16182,0,0,0.2987318
89215,0,0,0.04911434
27839,0,0,0.16492379
24454,0,0,0.39871848
97256,1,1,0.83602273
81660,0,0,0.3911568
1075,1,0,0.49566245
61198,0,0,0.061686255
29618,0,0,0.44196355
55610,0,0,0.10201796
6213,0,0,0.20533612
85075,0,0,0.49829754
69778,1,1,0.74723715
63455,0,0,0.32886472
61275,0,0,0.08939032
23821,1,0,0.22872809
7552,0,0,0.17581433
53653,0,0,0.017645298
42891,0,0,0.3361198
84117,1,0,0.21757393
95604,1,1,0.7795902
1995,0,0,0.3030512
2576,0,0,0.3322442
20531,1,1,0.9013126
59698,0,0,0.18018599
61979,1,1,0.972081
74456,0,1,0.5137876
28743,0,1,0.51559556
47771,0,0,0.26623976
2345,1,1,0.7430459
13245,0,0,0.48184428
4653,0,0,0.12516268
95713,0,0,0.09926165
52309,0,0,0.3308601
84514,0,0,0.10146476
62458,1,1,0.7368157
94000,0,1,0.66405183
3099,0,0,0.21055439
72654,0,1,0.5197699
37873,1,0,0.2535297
32974,1,1,0.72948885
7189,0,1,0.8064373
29283,0,0,0.021859197
39141,0,1,0.7656991
88659,0,1,0.6889605
10755,1,1,0.6602758
74371,0,0,0.2686377
8781,1,0,0.3741202
5823,1,0,0.3946927
19443,0,0,0.12990463
22854,0,1,0.72068727
13410,0,0,0.20575325
27481,0,0,0.0754362
51502,0,0,0.24086386
87657,1,1,0.93096375
80672,0,0,0.06545901
64658,0,0,0.06853239
54034,0,0,0.050966553
90687,0,0,0.022195758
84456,0,0,0.07033964
71858,0,1,0.71163464
11655,1,1,0.9384984
63416,1,1,0.91567224
78218,1,1,0.871134
6973,0,1,0.57309884
94443,0,0,0.37813538
24201,0,0,0.08614575
88232,1,1,0.9694903
99656,0,0,0.1315305
71112,0,0,0.22344443
11173,0,0,0.43050277
20460,0,1,0.8689075
54075,1,1,0.701744
54150,1,1,0.5695795
67944,1,1,0.7294582
32598,0,0,0.27507824
55423,1,1,0.61737394
14295,1,1,0.6797172
61699,0,1,0.6887699
69761,1,1,0.9601078
33513,1,1,0.8843199
24051,0,0,0.21513933
17295,1,1,0.85384005
99297,0,1,0.6059588
61201,0,0,0.3643288
27868,1,1,0.8119508
70834,0,0,0.13377172
13788,1,1,0.67213506
55193,1,0,0.097484164
9816,0,1,0.7973945
67625,1,1,0.7397201
16251,1,1,0.82706064
18796,0,0,0.09569656
11981,0,0,0.042399142
17041,0,1,0.6158912
78240,0,0,0.4153727
39129,0,1,0.7460663
73041,0,0,0.35104817
20349,1,1,0.9195125
66967,0,0,0.41627446
97132,0,0,0.3429158
94612,1,1,0.9349951
